time,temperature_2m,relative_humidity_2m,rain,cloudcover,windspeed_10m
2024-01-11T21:00,26.3,59,0.0,99,13.3
2024-01-11T22:00,25.6,61,0.0,98,13.1
2024-01-11T23:00,25.6,60,0.0,88,15.4
2024-01-12T00:00,25.9,60,0.0,58,19.8
2024-01-12T01:00,25.8,63,0.0,4,22.1
2024-01-12T02:00,25.4,65,0.0,5,22.8
2024-01-12T03:00,25.0,68,0.0,3,22.4
2024-01-12T04:00,24.6,70,0.0,9,23.7
2024-01-12T05:00,24.3,72,0.0,14,24.1
2024-01-12T06:00,24.7,65,0.0,93,28.2
2024-01-12T07:00,25.0,61,0.0,44,27.4
2024-01-12T08:00,26.3,58,0.0,14,27.1
2024-01-12T09:00,28.3,48,0.0,38,30.1
2024-01-12T10:00,30.1,39,0.0,45,29.8
2024-01-12T11:00,31.7,34,0.0,40,28.5
2024-01-12T12:00,32.7,31,0.0,93,28.5
2024-01-12T13:00,32.9,33,0.0,83,28.1
2024-01-12T14:00,32.5,38,0.0,75,27.5
2024-01-12T15:00,32.4,38,0.0,91,26.3
2024-01-12T16:00,31.9,39,0.0,83,24.5
2024-01-12T17:00,30.8,42,0.0,97,21.0
2024-01-12T18:00,29.5,47,0.0,100,21.1
2024-01-12T19:00,28.9,48,0.0,54,19.8
2024-01-12T20:00,28.4,51,0.0,3,21.2
2024-01-12T21:00,27.8,53,0.0,26,20.9
2024-01-12T22:00,27.3,54,0.0,24,19.5
2024-01-12T23:00,26.6,57,0.0,65,18.5
2024-01-13T00:00,25.8,60,0.0,2,15.2
2024-01-13T01:00,25.0,64,0.0,0,13.8
2024-01-13T02:00,24.4,67,0.0,0,12.5
2024-01-13T03:00,23.8,70,0.0,0,10.4
2024-01-13T04:00,23.4,73,0.0,100,11.1
2024-01-13T05:00,23.0,77,0.0,100,11.4
2024-01-13T06:00,23.8,70,0.0,100,13.6
2024-01-13T07:00,24.1,70,0.0,100,14.1
2024-01-13T08:00,26.1,65,0.0,100,12.6
2024-01-13T09:00,28.5,56,0.0,100,14.7
2024-01-13T10:00,30.5,49,0.0,100,13.4
2024-01-13T11:00,32.2,41,0.0,100,10.8
2024-01-13T12:00,33.7,35,0.0,100,9.7
2024-01-13T13:00,34.7,31,0.0,100,11.9
2024-01-13T14:00,34.7,30,0.0,100,15.0
2024-01-13T15:00,33.9,33,0.0,100,17.6
2024-01-13T16:00,32.6,37,0.0,99,19.1
2024-01-13T17:00,31.4,41,0.0,9,17.9
2024-01-13T18:00,29.4,44,0.0,17,15.2
2024-01-13T19:00,28.0,50,0.0,100,11.7
2024-01-13T20:00,27.2,53,0.0,99,12.4
2024-01-13T21:00,26.5,56,0.0,78,10.9
2024-01-13T22:00,25.8,61,0.0,3,10.8
2024-01-13T23:00,25.2,64,0.0,1,11.5
2024-01-14T00:00,24.9,68,0.0,1,12.7
2024-01-14T01:00,24.6,73,0.0,0,13.3
2024-01-14T02:00,24.4,75,0.0,0,12.1
2024-01-14T03:00,24.0,77,0.0,0,10.5
2024-01-14T04:00,23.6,78,0.0,0,10.1
2024-01-14T05:00,23.1,81,0.0,0,9.0
2024-01-14T06:00,24.2,76,0.0,1,10.4
2024-01-14T07:00,24.4,76,0.0,11,10.1
2024-01-14T08:00,27.0,65,0.0,35,12.4
2024-01-14T09:00,29.4,56,0.0,63,14.2
2024-01-14T10:00,31.4,50,0.0,43,13.7
2024-01-14T11:00,33.4,42,0.0,9,12.0
2024-01-14T12:00,34.6,37,0.0,17,10.2
2024-01-14T13:00,35.2,35,0.0,18,8.3
2024-01-14T14:00,35.5,35,0.0,26,9.0
2024-01-14T15:00,36.2,33,0.0,33,10.2
2024-01-14T16:00,36.1,32,0.0,97,11.4
2024-01-14T17:00,33.7,38,0.0,99,7.9
2024-01-14T18:00,31.1,49,0.0,21,3.1
2024-01-14T19:00,29.6,58,0.0,24,4.8
2024-01-14T20:00,28.4,71,0.0,13,5.1
2024-01-14T21:00,27.6,78,0.0,4,5.7
2024-01-14T22:00,27.0,82,0.0,7,3.8
2024-01-14T23:00,26.4,86,0.0,3,2.1
2024-01-15T00:00,25.7,85,0.0,10,5.1
2024-01-15T01:00,24.8,85,0.0,0,5.5
2024-01-15T02:00,24.2,82,0.0,3,5.4
2024-01-15T03:00,24.0,75,0.0,3,5.5
2024-01-15T04:00,23.6,73,0.0,1,6.8
2024-01-15T05:00,23.2,73,0.0,3,7.9
2024-01-15T06:00,24.3,71,0.0,0,10.2
2024-01-15T07:00,24.6,70,0.0,13,11.7
2024-01-15T08:00,27.2,61,0.0,0,12.7
2024-01-15T09:00,29.7,51,0.0,0,13.1
2024-01-15T10:00,31.7,42,0.0,0,9.0
2024-01-15T11:00,33.2,37,0.0,0,5.8
2024-01-15T12:00,34.5,34,0.0,0,5.6
2024-01-15T13:00,35.4,32,0.0,1,5.2
2024-01-15T14:00,35.9,31,0.0,1,5.8
2024-01-15T15:00,36.0,30,0.0,9,10.5
2024-01-15T16:00,35.4,27,0.0,14,17.8
2024-01-15T17:00,33.7,30,0.0,21,16.8
2024-01-15T18:00,31.7,34,0.0,8,7.6
2024-01-15T19:00,30.1,40,0.0,6,8.9
2024-01-15T20:00,28.7,54,0.0,60,5.6
2024-01-15T21:00,27.5,69,0.0,29,1.8
2024-01-15T22:00,27.4,69,0.0,1,1.5
2024-01-15T23:00,26.4,73,0.0,2,2.2
2024-01-16T00:00,26.1,65,0.0,4,2.5
2024-01-16T01:00,25.3,65,0.0,4,6.8
2024-01-16T02:00,24.7,69,0.0,1,6.6
2024-01-16T03:00,23.8,77,0.0,1,8.7
2024-01-16T04:00,23.2,71,0.0,0,8.5
2024-01-16T05:00,23.0,67,0.0,0,9.8
2024-01-16T06:00,24.7,67,0.0,94,16.5
2024-01-16T07:00,25.0,69,0.0,64,15.6
2024-01-16T08:00,26.9,61,0.0,38,15.2
2024-01-16T09:00,29.2,53,0.0,56,14.8
2024-01-16T10:00,31.3,44,0.0,74,10.8
2024-01-16T11:00,33.1,38,0.0,9,7.6
2024-01-16T12:00,34.5,33,0.0,38,5.4
2024-01-16T13:00,35.5,30,0.0,44,4.7
2024-01-16T14:00,35.6,29,0.0,21,8.9
2024-01-16T15:00,35.7,28,0.0,13,10.8
2024-01-16T16:00,34.4,30,0.0,30,9.4
2024-01-16T17:00,30.5,56,0.0,8,17.9
2024-01-16T18:00,30.1,54,0.0,7,10.8
2024-01-16T19:00,28.8,61,0.0,8,9.2
2024-01-16T20:00,28.1,66,0.0,11,5.4
2024-01-16T21:00,27.7,68,0.0,30,3.4
2024-01-16T22:00,27.4,70,0.0,22,2.8
2024-01-16T23:00,27.1,72,0.0,30,1.8
2024-01-17T00:00,25.7,76,0.2,96,5.5
2024-01-17T01:00,25.0,82,0.5,13,7.1
2024-01-17T02:00,24.5,86,0.1,35,2.9
2024-01-17T03:00,24.2,88,0.1,30,2.2
2024-01-17T04:00,23.8,91,0.0,42,1.8
2024-01-17T05:00,23.3,95,0.0,19,2.1
2024-01-17T06:00,24.2,80,0.0,14,12.4
2024-01-17T07:00,24.6,75,0.0,3,12.4
2024-01-17T08:00,26.9,62,0.0,2,11.8
2024-01-17T09:00,29.4,47,0.0,2,13.6
2024-01-17T10:00,31.5,39,0.0,1,12.3
2024-01-17T11:00,33.3,34,0.0,1,9.1
2024-01-17T12:00,34.6,31,0.0,3,7.5
2024-01-17T13:00,35.0,30,0.0,1,7.8
2024-01-17T14:00,35.3,29,0.0,2,8.3
2024-01-17T15:00,36.5,26,0.0,22,9.0
2024-01-17T16:00,34.9,29,0.0,3,6.9
2024-01-17T17:00,30.2,56,0.0,1,18.0
2024-01-17T18:00,29.2,61,0.0,1,12.0
2024-01-17T19:00,28.5,62,0.0,0,7.3
2024-01-17T20:00,27.9,68,0.0,0,8.7
2024-01-17T21:00,27.3,75,0.0,0,7.3
2024-01-17T22:00,26.9,78,0.0,0,3.6
2024-01-17T23:00,26.5,80,0.0,10,0.8
2024-01-18T00:00,25.8,82,0.0,29,3.0
2024-01-18T01:00,25.1,81,0.0,25,5.2
2024-01-18T02:00,24.3,85,0.0,27,7.2
2024-01-18T03:00,23.7,87,0.1,38,6.9
2024-01-18T04:00,23.0,87,0.1,28,5.4
2024-01-18T05:00,22.9,78,0.0,19,8.2
2024-01-18T06:00,23.7,70,0.0,3,9.9
2024-01-18T07:00,24.0,68,0.0,12,9.7
2024-01-18T08:00,26.3,62,0.0,11,10.8
2024-01-18T09:00,28.9,55,0.0,0,15.3
2024-01-18T10:00,31.1,46,0.0,0,15.6
2024-01-18T11:00,33.2,37,0.0,1,11.9
2024-01-18T12:00,34.7,32,0.0,1,9.4
2024-01-18T13:00,35.6,28,0.0,0,8.7
2024-01-18T14:00,35.9,26,0.0,0,7.2
2024-01-18T15:00,36.4,25,0.0,2,6.3
2024-01-18T16:00,35.8,25,0.0,74,9.8
2024-01-18T17:00,30.4,54,0.0,1,19.8
2024-01-18T18:00,30.4,54,0.0,0,13.3
2024-01-18T19:00,29.1,60,0.0,0,8.9
2024-01-18T20:00,28.1,66,0.0,0,7.6
2024-01-18T21:00,27.4,73,0.0,0,6.8
2024-01-18T22:00,26.8,77,0.0,3,6.4
2024-01-18T23:00,26.3,80,0.0,0,6.0
2024-01-19T00:00,25.8,83,0.0,9,1.8
2024-01-19T01:00,25.5,84,0.0,14,2.1
2024-01-19T02:00,25.2,85,0.0,10,1.9
2024-01-19T03:00,24.7,87,0.0,77,5.6
2024-01-19T04:00,24.4,87,0.0,52,6.0
2024-01-19T05:00,24.0,83,0.0,64,7.2
2024-01-19T06:00,24.8,78,0.0,1,10.4
2024-01-19T07:00,25.2,75,0.0,14,9.5
2024-01-19T08:00,27.1,68,0.0,14,11.1
2024-01-19T09:00,30.1,56,0.0,0,14.7
2024-01-19T10:00,32.4,47,0.0,0,12.6
2024-01-19T11:00,34.2,40,0.0,0,11.6
2024-01-19T12:00,35.7,33,0.0,36,10.8
2024-01-19T13:00,36.4,30,0.0,91,8.5
2024-01-19T14:00,36.9,29,0.0,92,8.6
2024-01-19T15:00,37.4,26,0.0,90,6.9
2024-01-19T16:00,33.6,47,0.0,100,18.7
2024-01-19T17:00,30.1,62,0.0,96,20.0
2024-01-19T18:00,30.3,61,0.0,78,9.7
2024-01-19T19:00,29.2,67,0.0,24,9.3
2024-01-19T20:00,28.6,71,0.0,14,9.0
2024-01-19T21:00,28.2,74,0.0,15,4.8
2024-01-19T22:00,27.7,77,0.1,15,2.2
2024-01-19T23:00,27.3,79,0.0,13,4.7
2024-01-20T00:00,26.8,81,0.0,15,2.5
2024-01-20T01:00,26.0,86,0.0,22,3.1
2024-01-20T02:00,25.5,86,0.0,16,4.1
2024-01-20T03:00,25.1,82,0.0,54,5.4
2024-01-20T04:00,25.0,77,0.0,83,6.8
2024-01-20T05:00,25.0,77,0.0,18,3.6
2024-01-20T06:00,25.8,76,0.0,5,7.6
2024-01-20T07:00,26.3,73,0.0,11,8.6
2024-01-20T08:00,28.4,63,0.0,2,9.0
2024-01-20T09:00,30.3,53,0.0,2,9.5
2024-01-20T10:00,32.6,45,0.0,11,11.3
2024-01-20T11:00,34.5,39,0.0,27,11.9
2024-01-20T12:00,35.7,35,0.1,37,10.2
2024-01-20T13:00,35.8,34,0.1,42,9.3
2024-01-20T14:00,35.7,34,0.0,22,8.0
2024-01-20T15:00,36.3,32,0.0,5,9.2
2024-01-20T16:00,35.6,33,0.2,57,3.8
2024-01-20T17:00,32.4,46,1.3,33,8.7
2024-01-20T18:00,32.1,43,0.0,40,5.4
2024-01-20T19:00,30.9,51,0.0,49,2.4
2024-01-20T20:00,29.7,56,0.0,21,4.1
2024-01-20T21:00,28.9,57,0.0,2,4.4
2024-01-20T22:00,28.5,53,0.0,0,7.2
2024-01-20T23:00,27.4,61,0.0,0,8.3
2024-01-21T00:00,26.4,75,0.0,0,6.3
2024-01-21T01:00,25.6,80,0.0,1,3.6
2024-01-21T02:00,25.2,84,0.0,6,2.3
2024-01-21T03:00,24.9,82,0.0,46,2.2
2024-01-21T04:00,24.5,79,0.0,41,4.7
2024-01-21T05:00,23.8,81,0.0,67,4.0
2024-01-21T06:00,25.6,71,0.0,88,11.2
2024-01-21T07:00,26.2,68,0.0,79,11.9
2024-01-21T08:00,28.8,58,0.0,89,12.5
2024-01-21T09:00,31.3,47,0.0,83,15.1
2024-01-21T10:00,33.5,40,0.0,60,15.1
2024-01-21T11:00,35.3,36,0.0,62,14.2
2024-01-21T12:00,36.7,32,0.0,63,13.1
2024-01-21T13:00,38.0,29,0.0,77,11.1
2024-01-21T14:00,38.2,28,0.0,78,9.0
2024-01-21T15:00,38.1,27,0.0,95,10.6
2024-01-21T16:00,36.8,29,0.2,98,3.0
2024-01-21T17:00,32.5,49,0.0,92,19.7
2024-01-21T18:00,30.5,60,0.0,93,13.8
2024-01-21T19:00,29.9,63,0.0,84,7.3
2024-01-21T20:00,29.1,69,0.0,75,7.6
2024-01-21T21:00,28.3,75,0.0,38,6.3
2024-01-21T22:00,27.9,78,0.0,19,3.1
2024-01-21T23:00,27.5,80,0.0,7,4.4
2024-01-22T00:00,26.9,83,0.0,5,3.6
2024-01-22T01:00,26.5,83,0.0,42,4.0
2024-01-22T02:00,26.0,84,0.0,94,6.9
2024-01-22T03:00,25.8,84,0.0,76,5.9
2024-01-22T04:00,25.6,80,0.0,86,6.2
2024-01-22T05:00,25.2,78,0.0,74,7.3
2024-01-22T06:00,25.7,79,0.0,36,8.3
2024-01-22T07:00,26.1,76,0.0,4,10.5
2024-01-22T08:00,28.5,64,0.0,1,13.0
2024-01-22T09:00,31.3,43,0.0,2,17.6
2024-01-22T10:00,33.2,38,0.0,0,17.4
2024-01-22T11:00,34.7,37,0.0,0,15.1
2024-01-22T12:00,36.3,33,0.0,2,13.2
2024-01-22T13:00,37.6,29,0.0,59,10.9
2024-01-22T14:00,37.3,30,0.0,7,8.0
2024-01-22T15:00,37.6,29,0.0,10,8.4
2024-01-22T16:00,37.7,28,0.0,51,5.4
2024-01-22T17:00,34.7,37,0.0,50,11.6
2024-01-22T18:00,32.8,47,0.0,93,10.1
2024-01-22T19:00,31.3,55,0.0,81,7.6
2024-01-22T20:00,30.3,59,0.0,82,8.3
2024-01-22T21:00,29.4,63,0.0,77,7.3
2024-01-22T22:00,28.8,68,0.0,8,5.3
2024-01-22T23:00,28.2,72,0.0,6,2.8
2024-01-23T00:00,27.5,75,0.0,3,1.5
2024-01-23T01:00,26.7,78,0.0,2,3.8
2024-01-23T02:00,25.8,80,0.0,1,6.6
2024-01-23T03:00,25.4,80,0.0,20,5.6
2024-01-23T04:00,25.1,77,0.0,25,6.9
2024-01-23T05:00,24.9,67,0.0,0,7.4
2024-01-23T06:00,26.0,63,0.0,1,10.5
2024-01-23T07:00,26.2,62,0.0,0,11.7
2024-01-23T08:00,28.4,55,0.0,0,13.5
2024-01-23T09:00,31.0,44,0.0,0,16.8
2024-01-23T10:00,33.4,35,0.0,0,15.5
2024-01-23T11:00,35.2,31,0.0,1,12.2
2024-01-23T12:00,36.3,29,0.0,9,8.4
2024-01-23T13:00,36.3,29,0.0,3,5.7
2024-01-23T14:00,37.2,26,0.0,5,6.0
2024-01-23T15:00,36.6,27,0.0,19,8.2
2024-01-23T16:00,34.5,37,0.0,6,11.7
2024-01-23T17:00,33.0,40,0.0,2,13.8
2024-01-23T18:00,31.6,44,0.0,1,10.5
2024-01-23T19:00,30.6,47,0.0,1,5.4
2024-01-23T20:00,29.7,50,0.0,0,6.1
2024-01-23T21:00,28.9,54,0.0,0,5.9
2024-01-23T22:00,28.0,58,0.0,0,2.6
2024-01-23T23:00,27.3,62,0.0,8,1.8
2024-01-24T00:00,26.6,64,0.0,0,1.8
2024-01-24T01:00,26.1,65,0.0,2,4.6
2024-01-24T02:00,25.4,67,0.0,0,6.3
2024-01-24T03:00,24.7,67,0.0,4,7.1
2024-01-24T04:00,24.2,67,0.0,28,8.8
2024-01-24T05:00,24.0,69,0.0,46,11.3
2024-01-24T06:00,25.0,72,0.0,10,12.5
2024-01-24T07:00,26.0,70,0.0,7,14.0
2024-01-24T08:00,28.0,61,0.0,25,13.6
2024-01-24T09:00,29.9,54,0.0,28,13.2
2024-01-24T10:00,31.9,46,0.0,90,11.5
2024-01-24T11:00,34.0,39,0.0,99,7.0
2024-01-24T12:00,35.3,35,0.0,41,3.1
2024-01-24T13:00,35.6,32,0.0,41,1.4
2024-01-24T14:00,35.9,32,0.0,13,2.3
2024-01-24T15:00,36.7,29,0.0,14,5.2
2024-01-24T16:00,35.3,35,0.0,20,13.3
2024-01-24T17:00,30.7,54,0.0,29,20.5
2024-01-24T18:00,29.5,63,0.0,42,16.4
2024-01-24T19:00,28.8,65,0.0,5,9.7
2024-01-24T20:00,28.1,65,0.0,12,7.6
2024-01-24T21:00,27.2,68,0.0,24,7.2
2024-01-24T22:00,26.8,70,0.0,84,3.3
2024-01-24T23:00,26.1,73,0.0,89,8.0
2024-01-25T00:00,25.5,76,0.0,99,7.1
2024-01-25T01:00,25.2,75,0.0,98,4.2
2024-01-25T02:00,25.2,74,0.0,99,1.1
2024-01-25T03:00,24.4,78,0.0,99,3.6
2024-01-25T04:00,24.1,81,0.0,100,6.0
2024-01-25T05:00,23.8,84,0.0,98,4.0
2024-01-25T06:00,24.5,79,0.0,98,4.7
2024-01-25T07:00,24.7,76,0.0,100,4.3
2024-01-25T08:00,27.2,61,0.0,98,5.8
2024-01-25T09:00,30.1,50,0.0,40,8.6
2024-01-25T10:00,32.7,40,0.0,0,10.1
2024-01-25T11:00,34.5,34,0.0,32,8.3
2024-01-25T12:00,36.2,29,0.0,51,5.4
2024-01-25T13:00,36.7,26,0.0,97,2.7
2024-01-25T14:00,36.8,26,0.0,92,6.3
2024-01-25T15:00,36.7,25,0.0,96,9.8
2024-01-25T16:00,33.7,38,0.0,34,16.7
2024-01-25T17:00,31.8,43,0.0,38,17.7
2024-01-25T18:00,30.4,48,0.0,8,13.7
2024-01-25T19:00,29.0,54,0.0,19,9.4
2024-01-25T20:00,28.1,59,0.0,6,9.3
2024-01-25T21:00,27.7,64,0.0,12,9.4
2024-01-25T22:00,27.3,66,0.0,1,7.2
2024-01-25T23:00,26.9,69,0.0,4,2.9
2024-01-26T00:00,26.1,72,0.0,0,1.5
2024-01-26T01:00,25.4,74,0.0,1,1.5
2024-01-26T02:00,25.2,74,0.0,0,4.9
2024-01-26T03:00,25.8,60,0.0,0,10.0
2024-01-26T04:00,25.4,61,0.0,0,10.9
2024-01-26T05:00,24.7,66,0.0,0,10.5
2024-01-26T06:00,24.6,66,0.0,4,12.6
2024-01-26T07:00,25.2,67,0.0,7,15.7
2024-01-26T08:00,27.7,57,0.0,0,18.5
2024-01-26T09:00,29.7,49,0.0,1,22.1
2024-01-26T10:00,31.7,41,0.0,1,20.5
2024-01-26T11:00,33.5,34,0.0,0,20.2
2024-01-26T12:00,34.9,28,0.0,0,20.2
2024-01-26T13:00,36.1,23,0.0,0,18.4
2024-01-26T14:00,36.8,20,0.0,0,15.9
2024-01-26T15:00,36.8,19,0.0,0,13.6
2024-01-26T16:00,36.2,19,0.0,0,14.3
2024-01-26T17:00,34.9,20,0.0,0,18.2
2024-01-26T18:00,32.4,25,0.0,0,18.0
2024-01-26T19:00,30.5,30,0.0,0,7.2
2024-01-26T20:00,29.2,34,0.0,0,2.5
2024-01-26T21:00,27.8,44,0.0,0,4.6
2024-01-26T22:00,26.3,65,0.0,32,5.1
2024-01-26T23:00,26.0,57,0.0,0,4.6
2024-01-27T00:00,25.1,52,0.0,0,4.1
2024-01-27T01:00,24.2,54,0.0,0,5.4
2024-01-27T02:00,25.2,49,0.0,0,10.1
2024-01-27T03:00,25.3,54,0.0,0,12.3
2024-01-27T04:00,24.5,58,0.0,0,9.9
2024-01-27T05:00,23.6,63,0.0,0,9.4
2024-01-27T06:00,25.3,58,0.0,8,17.6
2024-01-27T07:00,25.7,59,0.0,29,18.0
2024-01-27T08:00,27.2,56,0.0,7,20.8
2024-01-27T09:00,29.0,51,0.0,82,20.8
2024-01-27T10:00,31.0,43,0.0,87,19.4
2024-01-27T11:00,33.0,35,0.0,77,17.3
2024-01-27T12:00,34.7,28,0.0,66,16.0
2024-01-27T13:00,36.1,22,0.0,21,14.6
2024-01-27T14:00,36.7,20,0.0,54,11.2
2024-01-27T15:00,36.6,20,0.0,27,10.1
2024-01-27T16:00,36.2,20,0.0,0,14.4
2024-01-27T17:00,35.1,21,0.0,0,19.4
2024-01-27T18:00,31.4,32,0.0,93,17.4
2024-01-27T19:00,30.0,36,0.0,100,8.9
2024-01-27T20:00,28.5,42,0.0,100,1.3
2024-01-27T21:00,27.7,46,0.0,100,6.6
2024-01-27T22:00,26.5,58,0.0,99,4.7
2024-01-27T23:00,25.2,67,0.0,100,4.9
2024-01-28T00:00,24.6,72,0.0,99,2.9
2024-01-28T01:00,25.4,60,0.0,57,7.6
2024-01-28T02:00,25.8,58,0.0,70,10.9
2024-01-28T03:00,25.2,64,0.0,78,8.8
2024-01-28T04:00,24.6,67,0.0,41,8.2
2024-01-28T05:00,24.5,68,0.0,18,8.3
2024-01-28T06:00,25.5,66,0.0,60,16.2
2024-01-28T07:00,25.6,67,0.0,80,14.0
2024-01-28T08:00,27.4,60,0.0,13,14.3
2024-01-28T09:00,29.4,51,0.0,1,13.8
2024-01-28T10:00,31.4,43,0.0,5,14.4
2024-01-28T11:00,33.3,34,0.0,28,14.4
2024-01-28T12:00,34.8,29,0.0,67,14.6
2024-01-28T13:00,35.8,26,0.0,84,14.8
2024-01-28T14:00,36.3,24,0.0,90,13.5
2024-01-28T15:00,36.2,24,0.0,87,12.9
2024-01-28T16:00,35.6,25,0.0,89,15.0
2024-01-28T17:00,34.9,27,0.0,49,15.9
2024-01-28T18:00,32.6,32,0.0,53,12.7
2024-01-28T19:00,30.4,37,0.0,10,2.6
2024-01-28T20:00,28.8,52,0.0,38,8.6
2024-01-28T21:00,27.6,68,0.0,95,6.7
2024-01-28T22:00,26.9,73,0.0,90,3.8
2024-01-28T23:00,26.4,75,0.0,62,2.3
2024-01-29T00:00,25.6,77,0.0,81,4.8
2024-01-29T01:00,24.8,78,0.0,76,2.2
2024-01-29T02:00,24.2,80,0.0,93,3.6
2024-01-29T03:00,24.1,76,0.0,78,5.3
2024-01-29T04:00,24.0,70,0.0,9,5.9
2024-01-29T05:00,23.6,68,0.0,79,8.4
2024-01-29T06:00,25.2,72,0.0,98,15.0
2024-01-29T07:00,25.8,70,0.0,92,17.3
2024-01-29T08:00,27.5,63,0.0,78,17.6
2024-01-29T09:00,29.4,55,0.0,57,16.3
2024-01-29T10:00,31.7,45,0.0,56,13.7
2024-01-29T11:00,33.7,37,0.0,25,10.6
2024-01-29T12:00,35.0,32,0.0,21,9.1
2024-01-29T13:00,36.0,29,0.0,65,6.5
2024-01-29T14:00,36.4,27,0.0,84,4.1
2024-01-29T15:00,36.5,26,0.0,92,7.2
2024-01-29T16:00,36.6,26,0.0,89,8.9
2024-01-29T17:00,33.9,34,0.0,98,13.5
2024-01-29T18:00,32.4,32,0.0,88,6.3
2024-01-29T19:00,29.6,51,0.0,86,11.4
2024-01-29T20:00,28.1,65,0.0,85,8.0
2024-01-29T21:00,27.5,69,0.0,96,6.4
2024-01-29T22:00,26.9,73,0.0,14,4.6
2024-01-29T23:00,26.3,77,0.0,29,2.6
2024-01-30T00:00,25.6,80,0.0,13,2.7
2024-01-30T01:00,24.7,82,0.0,83,2.5
2024-01-30T02:00,24.1,81,0.0,87,4.5
2024-01-30T03:00,24.3,67,0.0,68,6.8
2024-01-30T04:00,23.8,64,0.0,18,7.6
2024-01-30T05:00,23.0,70,0.0,59,8.4
2024-01-30T06:00,24.4,71,0.0,39,14.7
2024-01-30T07:00,24.6,70,0.0,88,13.4
2024-01-30T08:00,26.7,61,0.0,10,12.9
2024-01-30T09:00,29.2,52,0.0,27,11.6
2024-01-30T10:00,31.6,43,0.0,28,7.9
2024-01-30T11:00,33.7,35,0.0,19,5.2
2024-01-30T12:00,35.4,30,0.0,55,2.9
2024-01-30T13:00,36.5,26,0.0,84,1.1
2024-01-30T14:00,37.0,25,0.0,87,1.1
2024-01-30T15:00,37.4,24,0.0,84,2.3
2024-01-30T16:00,36.8,27,0.0,90,6.3
2024-01-30T17:00,33.0,45,0.0,95,18.4
2024-01-30T18:00,31.0,49,0.0,92,12.6
2024-01-30T19:00,29.9,53,0.0,97,10.1
2024-01-30T20:00,28.7,60,0.0,94,7.2
2024-01-30T21:00,27.9,64,0.0,89,4.3
2024-01-30T22:00,27.5,66,0.0,81,2.8
2024-01-30T23:00,26.7,71,0.0,100,2.8
2024-01-31T00:00,26.2,74,0.0,93,1.8
2024-01-31T01:00,25.5,78,0.0,95,1.8
2024-01-31T02:00,25.0,80,0.0,98,1.1
2024-01-31T03:00,24.8,80,0.0,79,6.4
2024-01-31T04:00,24.7,79,0.0,57,7.5
2024-01-31T05:00,24.6,78,0.0,88,6.3
2024-01-31T06:00,25.1,70,0.0,77,9.8
2024-01-31T07:00,25.3,72,0.0,0,10.1
2024-01-31T08:00,27.2,66,0.0,0,9.0
2024-01-31T09:00,29.7,57,0.0,56,9.8
2024-01-31T10:00,32.2,47,0.0,58,8.9
2024-01-31T11:00,34.2,39,0.0,93,6.1
2024-01-31T12:00,35.7,33,0.0,70,2.6
2024-01-31T13:00,36.5,30,0.0,76,4.1
2024-01-31T14:00,37.5,28,0.0,76,5.8
2024-01-31T15:00,36.5,30,0.0,90,15.8
2024-01-31T16:00,33.7,39,0.3,81,20.5
2024-01-31T17:00,32.5,39,0.0,71,17.8
2024-01-31T18:00,31.2,41,0.0,85,15.1
2024-01-31T19:00,29.1,52,0.0,90,12.7
2024-01-31T20:00,27.7,61,0.0,79,9.1
2024-01-31T21:00,26.9,69,0.0,79,7.5
2024-01-31T22:00,26.5,74,0.0,76,5.8
2024-01-31T23:00,26.0,77,0.0,71,2.4
2024-02-01T00:00,25.5,80,0.0,75,3.7
2024-02-01T01:00,25.0,83,0.0,98,2.6
2024-02-01T02:00,24.4,85,0.0,99,2.2
2024-02-01T03:00,24.0,87,0.0,98,3.3
2024-02-01T04:00,23.5,89,0.0,99,2.6
2024-02-01T05:00,23.2,89,0.0,100,1.5
2024-02-01T06:00,25.1,70,0.0,96,8.2
2024-02-01T07:00,25.5,65,0.0,99,6.2
2024-02-01T08:00,27.6,58,0.0,99,4.0
2024-02-01T09:00,30.4,48,0.0,100,5.6
2024-02-01T10:00,32.9,38,0.0,90,4.7
2024-02-01T11:00,34.8,32,0.0,94,2.2
2024-02-01T12:00,36.3,28,0.0,98,1.8
2024-02-01T13:00,37.4,24,0.0,99,3.8
2024-02-01T14:00,38.3,20,0.0,100,7.5
2024-02-01T15:00,37.0,26,0.0,100,16.8
2024-02-01T16:00,34.3,32,0.0,100,21.2
2024-02-01T17:00,32.9,37,0.0,100,18.5
2024-02-01T18:00,30.9,46,0.0,99,14.6
2024-02-01T19:00,29.2,55,0.0,100,13.4
2024-02-01T20:00,28.3,62,0.0,99,8.0
2024-02-01T21:00,27.7,66,0.0,98,7.2
2024-02-01T22:00,27.3,69,0.0,99,6.6
2024-02-01T23:00,26.8,72,0.0,97,4.6
2024-02-02T00:00,26.3,75,0.0,97,5.6
2024-02-02T01:00,25.7,79,0.0,96,3.3
2024-02-02T02:00,25.0,83,0.0,89,1.8
2024-02-02T03:00,24.5,85,0.0,91,2.3
2024-02-02T04:00,24.1,89,0.0,100,1.8
2024-02-02T05:00,23.8,91,0.0,100,1.6
2024-02-02T06:00,24.5,86,0.0,100,5.7
2024-02-02T07:00,24.8,85,0.0,97,6.0
2024-02-02T08:00,27.5,71,0.0,91,6.4
2024-02-02T09:00,30.4,54,0.0,47,6.8
