date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_100m,wind_gusts_10m,wind_direction_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,boundary_layer_height,wet_bulb_temperature_2m,total_column_integrated_water_vapour,is_day,sunshine_duration,albedo,snow_depth_water_equivalent
2023-12-31 18:30:00+00:00,17.483,90.62775,15.933,17.454844,0.0,0.0,0.0,0.0,0.0,1016.1,912.7413,9.0,1.0,2.0,6.0,0.0015556292,0.18732202,3.9319208,7.5504966,101.458725,6.4,97.30567,21.483,24.583,24.233,0.277,0.306,0.33,0.39,210.0,16.364618,17.3,0.0,0.0,,
2023-12-31 19:30:00+00:00,16.782999,96.87123,16.282999,16.860666,0.0,0.0,0.0,0.0,1.0,1015.8,912.23785,42.0,39.0,5.0,0.0,0.0,0.059826374,4.00125,7.3437047,96.253944,6.6,91.43207,20.932999,24.383,24.233,0.277,0.306,0.33,0.39,200.0,16.403248,17.9,0.0,0.0,,
2023-12-31 20:30:00+00:00,16.483,99.36576,16.383,16.60185,0.0,0.0,0.0,0.0,3.0,1015.4,911.778,100.0,100.0,1.0,0.0,0.0,0.011898398,4.00125,7.2111025,93.17977,6.6,88.56794,20.532999,24.233,24.233,0.277,0.306,0.33,0.39,190.0,16.394156,18.3,0.0,0.0,,
2023-12-31 21:30:00+00:00,16.733,98.737495,16.532999,16.80943,0.0,0.0,0.0,0.0,3.0,1015.1,911.5926,100.0,100.0,0.0,41.0,0.0,0.024063468,4.2,6.6068144,92.60251,7.8,90.0,20.432999,24.032999,24.233,0.277,0.306,0.33,0.39,190.0,16.571882,19.0,0.0,0.0,,
2023-12-31 22:30:00+00:00,17.083,95.34985,16.333,17.175798,0.0,0.0,0.0,0.0,3.0,1015.4,911.97894,100.0,99.0,0.0,93.0,0.0,0.09062135,4.0112343,5.9413805,96.76608,7.3,94.28908,20.333,23.883,24.233,0.277,0.306,0.33,0.39,185.0,16.524303,19.2,0.0,0.0,,
2023-12-31 23:30:00+00:00,17.133,92.95101,15.983001,17.437088,0.0,0.0,0.0,0.0,3.0,1015.9,912.4447,100.0,100.0,1.0,97.0,0.0,0.13780844,3.3376637,5.2773094,99.81924,6.9,98.61557,20.182999,23.733,24.233,0.277,0.306,0.33,0.39,,16.292042,,0.0,0.0,,
2024-01-01 00:30:00+00:00,16.733,93.82652,15.733001,17.2711,0.0,0.0,0.0,0.0,3.0,1016.8,913.11926,89.0,5.0,0.0,88.0,0.0,0.11767614,2.7018514,5.315073,94.31595,5.8,92.12105,20.633,23.633,24.233,0.277,0.306,0.331,0.39,,15.997438,,0.0,0.0,,
2024-01-01 01:30:00+00:00,17.233,89.17109,15.433001,17.169628,0.0,0.0,0.0,0.0,3.0,1017.6,914.00507,93.0,1.0,0.0,92.0,0.028228804,0.21305609,3.622154,5.557877,98.27581,5.9,96.340096,20.333,23.483,24.233,0.277,0.306,0.331,0.39,,15.946936,,1.0,1026.3782,,
2024-01-01 02:30:00+00:00,19.432999,75.46778,14.983001,19.097626,0.0,0.0,0.0,0.0,3.0,1017.9,915.0057,93.0,0.0,0.0,93.0,0.14216125,0.55397797,3.8078866,5.0447993,103.76081,7.4,103.671326,21.083,23.333,24.233,0.277,0.306,0.331,0.39,,16.427534,,1.0,3600.0,,
2024-01-01 03:30:00+00:00,21.733,64.65463,14.783,21.515545,0.0,0.0,0.0,0.0,2.0,1018.1,915.9387,61.0,0.0,0.0,61.0,0.29343867,0.9195416,3.436568,4.3566046,99.24603,7.6,98.3658,22.633,23.282999,24.233,0.277,0.306,0.331,0.39,,17.189665,,1.0,3600.0,,
2024-01-01 04:30:00+00:00,23.883,54.421265,14.133,24.488972,0.0,0.0,0.0,0.0,2.0,1017.4,916.00287,71.0,0.0,0.0,71.0,0.43709525,1.350572,2.5079873,3.214032,95.355736,7.3,94.57384,24.633,23.333,24.233,0.276,0.306,0.331,0.39,,17.693571,,1.0,3600.0,,
2024-01-01 05:30:00+00:00,25.733,44.922543,12.883,27.050217,0.0,0.0,0.0,0.0,3.0,1016.2,915.5112,82.0,0.0,0.0,82.0,0.5493237,1.8224022,1.9416487,2.3537204,102.26476,6.5,101.88863,26.833,23.483,24.233,0.276,0.305,0.331,0.39,,17.809347,,1.0,3600.0,,
2024-01-01 06:30:00+00:00,27.032999,39.47782,12.083,28.797703,0.0,0.0,0.0,0.0,2.0,1014.8,914.65924,59.0,0.0,0.0,59.0,0.6059425,2.1619897,1.4560219,1.868154,105.52418,5.8,105.945465,28.833,23.682999,24.233,0.275,0.305,0.331,0.39,,17.9431,,1.0,3600.0,,
2024-01-01 07:30:00+00:00,27.883,35.984547,11.433001,29.20903,0.0,0.0,0.0,0.0,2.0,1013.2,913.4825,76.0,0.0,1.0,76.0,0.61033034,2.4032776,1.7088008,2.0248456,110.22495,5.5,110.55613,30.383,23.983,24.233,0.275,0.305,0.331,0.39,,17.972878,,1.0,3600.0,,
2024-01-01 08:30:00+00:00,28.282999,34.009514,10.933001,28.679482,0.0,0.0,0.0,0.0,2.0,1011.9,912.4346,64.0,0.0,5.0,62.0,0.5608435,2.5357847,2.1095023,2.641969,119.4758,5.8,121.42952,31.282999,24.333,24.233,0.274,0.304,0.331,0.39,,17.899153,,1.0,3600.0,,
2024-01-01 09:30:00+00:00,28.233,33.770332,10.783,27.348787,0.0,0.0,0.0,0.0,0.0,1011.6,912.1486,15.0,0.0,13.0,2.0,0.4681618,2.5376172,2.6925824,3.275668,121.26367,6.2,121.328636,31.432999,24.633,24.233,0.274,0.304,0.331,0.39,,17.81224,,1.0,3600.0,,
2024-01-01 10:30:00+00:00,27.583,34.959312,10.733001,26.113697,0.0,0.0,0.0,0.0,1.0,1011.7,912.03656,45.0,0.0,21.0,30.0,0.3435236,2.3995204,3.224903,4.031129,119.74479,6.4,119.74479,30.833,24.932999,24.233,0.274,0.304,0.33,0.39,,17.53827,,1.0,3600.0,,
2024-01-01 11:30:00+00:00,25.983,38.2827,10.683001,24.382698,0.0,0.0,0.0,0.0,3.0,1012.2,911.9865,83.0,0.0,23.0,78.0,0.20120667,2.0727558,3.448188,5.4589376,118.442825,6.5,119.53869,29.532999,25.182999,24.233,0.273,0.304,0.33,0.39,,16.881926,,1.0,3600.0,,
2024-01-01 12:30:00+00:00,23.083,51.119194,12.433001,21.986334,0.0,0.0,0.0,0.0,3.0,1014.1,912.7755,100.0,1.0,78.0,100.0,0.106080025,1.3804574,3.5341196,6.4884515,114.5901,6.1,115.11481,27.483,25.133,24.233,0.283,0.309,0.334,0.39,,16.51392,,0.0,0.0,,
2024-01-01 13:30:00+00:00,22.282999,55.44799,12.933001,21.071276,0.0,0.0,0.0,0.0,3.0,1015.5,913.77783,100.0,10.0,49.0,100.0,0.081567965,1.198663,4.0718546,7.4249578,115.529655,6.7,114.67685,26.182999,25.182999,24.233,0.282,0.309,0.334,0.39,,16.432713,,0.0,0.0,,
2024-01-01 14:30:00+00:00,21.282999,59.5208,13.083,20.102304,0.0,0.0,0.0,0.0,3.0,1016.1,913.99304,100.0,0.0,13.0,100.0,0.07099343,1.0246445,4.110961,7.7491937,109.60418,6.7,108.43504,25.083,25.182999,24.233,0.282,0.309,0.334,0.39,,16.098755,,0.0,0.0,,
2024-01-01 15:30:00+00:00,20.532999,63.14852,13.283,18.801102,0.0,0.0,0.0,0.0,3.0,1016.7,914.2881,100.0,0.0,100.0,100.0,0.07839358,0.8908287,5.2924476,9.138927,113.198616,8.7,112.20353,24.233,25.133,24.233,0.282,0.309,0.334,0.39,,15.897778,,0.0,0.0,,
2024-01-01 16:30:00+00:00,20.383,68.01226,14.283,19.172224,0.0,0.0,0.0,0.0,3.0,1016.5,914.05914,100.0,0.0,97.0,100.0,0.061985742,0.7660959,4.976947,8.417244,113.824265,9.0,112.4428,23.682999,25.083,24.233,0.282,0.309,0.334,0.39,,16.384209,,0.0,0.0,,
2024-01-01 17:30:00+00:00,20.083,72.71923,15.033,19.291262,0.0,0.0,0.0,0.0,3.0,1015.9,913.4212,100.0,0.0,97.0,100.0,0.04732514,0.6413498,4.7127485,7.8771825,110.045334,8.3,107.281586,23.182999,24.983,24.233,0.282,0.309,0.334,0.39,,16.699272,,0.0,0.0,,
2024-01-01 18:30:00+00:00,19.633,76.967865,15.483001,18.904291,0.0,0.0,0.0,0.0,3.0,1015.3,912.7341,100.0,0.0,100.0,100.0,0.038759034,0.5265801,4.924429,7.981228,105.25517,8.1,102.90741,22.782999,24.883,24.282999,0.282,0.309,0.334,0.39,,16.80259,,0.0,0.0,,
2024-01-01 19:30:00+00:00,18.532999,88.70774,16.633,18.11613,0.0,0.0,0.0,0.0,3.0,1015.0,912.10187,100.0,77.0,98.0,100.0,0.011850578,0.24106395,5.217279,7.5927596,102.93806,8.9,102.17145,22.383,24.782999,24.282999,0.282,0.309,0.334,0.39,,17.169083,,0.0,0.0,,
2024-01-01 20:30:00+00:00,18.282999,91.54952,16.883,18.249655,0.0,0.0,0.0,0.0,3.0,1014.5,911.5698,100.0,100.0,100.0,100.0,0.003147812,0.17759478,4.6872168,6.963476,102.43955,8.8,101.07016,22.032999,24.633,24.282999,0.282,0.309,0.334,0.39,,17.264366,,0.0,0.0,,
2024-01-01 21:30:00+00:00,18.483,88.70365,16.583,18.631882,0.0,0.0,0.0,0.0,3.0,1014.3,911.45624,100.0,89.0,100.0,100.0,0.006600733,0.240399,4.1,6.063827,103.34874,7.9,102.680374,21.782999,24.483,24.282999,0.282,0.309,0.334,0.39,,17.119493,,0.0,0.0,,
2024-01-01 22:30:00+00:00,18.133,89.81151,16.432999,18.27106,0.0,0.0,0.0,0.0,3.0,1014.7,911.69965,100.0,100.0,100.0,100.0,0.0037640347,0.21212399,4.002499,5.9908266,104.500206,7.2,102.99462,21.532999,24.333,24.282999,0.282,0.309,0.334,0.39,,16.908224,,0.0,0.0,,
2024-01-01 23:30:00+00:00,18.032999,88.94995,16.182999,18.202044,0.0,0.0,0.0,0.0,3.0,1015.1,912.0258,100.0,83.0,92.0,100.0,0.004082454,0.22862625,3.748333,5.4129477,101.72509,6.9,99.21095,21.383,24.233,24.282999,0.282,0.309,0.334,0.39,,16.706995,,0.0,0.0,,
2024-01-02 00:30:00+00:00,18.432999,87.021965,16.233,18.577908,0.0,0.0,0.0,0.0,3.0,1016.0,912.9672,100.0,100.0,100.0,66.0,0.0083511025,0.2753322,3.8327537,5.3600373,104.03627,7.1,105.12406,21.833,24.182999,24.282999,0.28,0.308,0.334,0.39,,16.868303,,0.0,0.0,,
2024-01-02 01:30:00+00:00,18.583,85.38784,16.083,18.933863,0.0,0.0,0.0,0.0,3.0,1016.6,913.55597,95.0,76.0,81.0,2.0,0.03872741,0.31292546,3.3241541,4.6840153,106.11349,6.7,105.7087,21.682999,24.083,24.282999,0.28,0.308,0.334,0.39,,16.818083,,1.0,0.0,,
2024-01-02 02:30:00+00:00,19.532999,79.70962,15.933,19.651978,0.0,0.0,0.0,0.0,3.0,1017.2,914.4091,98.0,17.0,91.0,72.0,0.09436362,0.46101284,3.6496572,4.7675986,99.65983,6.8,99.46225,21.983,23.983,24.282999,0.28,0.308,0.334,0.39,,17.045187,,1.0,889.6662,,
2024-01-02 03:30:00+00:00,20.733,72.83447,15.683001,20.671984,0.0,0.0,0.0,0.0,3.0,1017.1,914.71326,90.0,9.0,40.0,81.0,0.18205865,0.66471386,3.8013155,4.9010205,88.830894,7.6,88.4926,22.782999,23.883,24.282999,0.28,0.308,0.334,0.39,,17.324759,,1.0,1654.7448,,
2024-01-02 04:30:00+00:00,22.532999,64.00109,15.383,22.661371,0.0,0.0,0.0,0.0,3.0,1016.6,914.84827,88.0,1.0,16.0,85.0,0.33600676,0.9831996,3.214032,4.110961,94.18484,7.8,95.355736,24.233,23.883,24.282999,0.279,0.308,0.334,0.39,,17.832708,,1.0,3600.0,,
2024-01-02 05:30:00+00:00,24.733,51.55113,14.083,25.67135,0.0,0.0,0.0,0.0,3.0,1015.5,914.5634,99.0,0.0,10.0,99.0,0.516368,1.5105101,2.9068885,3.6055512,93.17977,7.3,93.945114,26.383,23.983,24.282999,0.279,0.308,0.334,0.39,,18.006166,,1.0,3600.0,,
2024-01-02 06:30:00+00:00,26.233,43.6126,12.883,27.064072,0.0,0.0,0.0,0.0,3.0,1014.0,913.68677,100.0,0.0,12.0,100.0,0.5994825,1.9216716,3.224903,4.031129,82.875084,7.8,82.875084,28.233,24.133,24.282999,0.278,0.307,0.334,0.39,,18.007893,,1.0,3600.0,,
2024-01-02 07:30:00+00:00,27.032999,40.529205,12.483001,27.58159,0.0,0.0,0.0,0.0,3.0,1012.5,912.58624,100.0,0.0,20.0,100.0,0.60550886,2.1243846,3.3376637,4.1593266,80.31129,7.8,81.38444,29.633,24.383,24.282999,0.278,0.307,0.334,0.39,,18.131605,,1.0,3600.0,,
2024-01-02 08:30:00+00:00,27.432999,38.94493,12.233001,27.182205,0.0,0.0,0.0,0.0,3.0,1011.3,911.62933,99.0,0.0,33.0,98.0,0.5486278,2.2326598,3.5510561,4.4553337,80.960594,7.8,80.2725,30.432999,24.633,24.282999,0.277,0.306,0.334,0.39,,18.169722,,1.0,3600.0,,
2024-01-02 09:30:00+00:00,27.133,39.635868,12.233001,25.986101,0.0,0.0,0.0,0.0,3.0,1011.0,911.2655,98.0,0.0,51.0,97.0,0.43640456,2.1689954,3.5,4.4011364,88.69808,7.8,90.0,30.483,24.932999,24.282999,0.277,0.306,0.334,0.39,,18.052687,,1.0,3600.0,,
2024-01-02 10:30:00+00:00,26.333,42.373306,12.533,25.225943,0.0,0.0,0.0,0.0,3.0,1011.2,911.1953,100.0,2.0,97.0,93.0,0.2905249,1.9755548,3.6124783,4.6173587,94.96966,7.4,94.76356,29.833,25.133,24.282999,0.277,0.306,0.333,0.39,,17.879742,,1.0,3600.0,,
2024-01-02 11:30:00+00:00,25.182999,45.811256,12.683001,24.149235,0.0,0.0,0.0,0.0,3.0,1012.0,911.5537,97.0,19.0,82.0,78.0,0.17005697,1.7354784,3.5693135,4.924429,102.90741,6.9,101.3099,28.682999,25.333,24.282999,0.276,0.306,0.333,0.39,,17.492414,,1.0,14.473001,,
2024-01-02 12:30:00+00:00,23.383,45.770683,11.033,22.221132,0.0,0.0,0.0,0.0,2.0,1013.5,912.3317,77.0,2.0,77.0,0.0,0.10168756,1.5595847,2.8160257,5.4708314,108.10386,5.4,106.50443,26.833,25.133,24.282999,0.282,0.309,0.336,0.39,,15.971888,,0.0,0.0,,
2024-01-02 13:30:00+00:00,22.333,54.56092,12.733001,21.192543,0.0,0.0,0.0,0.0,3.0,1014.9,913.25397,99.0,0.0,99.0,0.0,0.078362435,1.2262615,3.8078866,6.7542577,115.426834,6.2,113.198616,25.733,25.133,24.282999,0.282,0.309,0.336,0.39,,16.35265,,0.0,0.0,,
2024-01-02 14:30:00+00:00,21.532999,60.361153,13.533,20.47356,0.0,0.0,0.0,0.0,3.0,1015.6,913.6247,92.0,0.0,92.0,0.0,0.070843205,1.0188048,4.1761227,7.1470275,107.92801,7.0,106.699326,24.883,25.133,24.282999,0.281,0.309,0.336,0.39,,16.4357,,0.0,0.0,,
2024-01-02 15:30:00+00:00,20.633,65.47033,13.933001,19.29749,0.0,0.0,0.0,0.0,2.0,1016.1,913.7812,75.0,0.0,75.0,0.0,0.06866959,0.83982277,4.9729266,8.228001,106.23242,8.2,105.15412,24.133,25.083,24.282999,0.281,0.309,0.336,0.39,,16.288881,,0.0,0.0,,
2024-01-02 16:30:00+00:00,20.032999,68.82816,14.133,18.703716,0.0,0.0,0.0,0.0,3.0,1016.1,913.58466,100.0,0.0,100.0,0.0,0.060661897,0.7306074,5.0990195,8.440379,103.706985,8.5,101.3099,23.483,25.032999,24.282999,0.281,0.309,0.336,0.39,,16.163263,,0.0,0.0,,
2024-01-02 17:30:00+00:00,19.682999,73.35404,14.783,18.81017,0.0,0.0,0.0,0.0,3.0,1015.8,913.1999,100.0,0.0,100.0,0.0,0.044901982,0.6111214,4.6872168,7.81025,103.32455,8.5,101.07016,22.983,24.932999,24.333,0.281,0.309,0.336,0.39,,16.40225,,0.0,0.0,,
2024-01-02 18:30:00+00:00,19.233,78.653625,15.433001,18.738914,0.0,0.0,0.0,0.0,3.0,1015.3,912.6024,94.0,0.0,94.0,0.0,0.03025473,0.4760679,4.440721,7.1021123,99.72751,7.9,97.76508,22.583,24.833,24.333,0.281,0.309,0.336,0.39,,16.628231,,0.0,0.0,,
2024-01-02 19:30:00+00:00,18.483,84.8339,15.883,18.278004,0.0,0.0,0.0,0.0,3.0,1014.8,911.9055,100.0,0.0,100.0,0.0,0.015027641,0.32276785,4.2296567,6.760177,97.65056,7.4,96.78888,22.182999,24.682999,24.333,0.281,0.309,0.336,0.39,,16.65409,,0.0,0.0,,
2024-01-02 20:30:00+00:00,17.932999,88.094406,15.933,17.96287,0.0,0.0,0.0,0.0,3.0,1014.2,911.184,100.0,0.0,100.0,0.0,0.0059572565,0.24479008,3.8209946,5.842089,96.88163,7.2,96.00892,21.833,24.532999,24.333,0.281,0.309,0.336,0.39,,16.506931,,0.0,0.0,,
2024-01-02 21:30:00+00:00,17.633,88.633995,15.733001,17.583166,0.0,0.0,0.0,0.0,0.0,1013.9,910.8148,12.0,3.0,9.0,0.0,0.004782662,0.22933185,3.8209946,5.6435804,97.12492,6.6,96.00892,21.532999,24.432999,24.333,0.281,0.309,0.336,0.39,,16.276608,,0.0,0.0,,
2024-01-02 22:30:00+00:00,16.782999,92.932655,15.633,16.78389,0.0,0.0,0.0,0.0,0.0,1013.9,910.53156,2.0,2.0,0.0,0.0,0.0,0.13514328,3.6496572,6.315061,100.95402,6.5,99.46225,21.032999,24.282999,24.333,0.281,0.309,0.336,0.39,,15.942774,,0.0,0.0,,
2024-01-02 23:30:00+00:00,16.282999,95.627556,15.583,16.10885,0.0,0.0,0.0,0.0,1.0,1014.5,910.90283,25.0,6.0,20.0,0.0,0.0,0.080997944,3.945884,6.942622,101.63361,6.5,98.74608,20.532999,24.083,24.333,0.281,0.309,0.336,0.39,,15.758778,,0.0,0.0,,
2024-01-03 00:30:00+00:00,17.182999,90.317505,15.583,17.143978,0.0,0.0,0.0,0.0,3.0,1015.2,911.8329,100.0,100.0,100.0,0.0,0.0008956581,0.1898979,3.6878178,5.4341516,102.75753,6.4,102.5288,21.633,24.083,24.333,0.28,0.308,0.336,0.39,,16.032267,,0.0,0.0,,
2024-01-03 01:30:00+00:00,17.633,86.94731,15.433001,17.328854,0.0,0.0,0.0,0.0,3.0,1016.1,912.79114,97.0,88.0,78.0,0.0,0.036634143,0.26336896,4.0804415,5.661272,107.47486,7.2,107.10281,21.383,23.983,24.333,0.28,0.308,0.336,0.39,,16.077168,,1.0,0.0,,
2024-01-03 02:30:00+00:00,18.682999,80.6205,15.283,18.269815,0.0,0.0,0.0,0.0,1.0,1016.9,913.8589,33.0,23.0,13.0,0.0,0.09510924,0.4176439,4.1761227,5.5362444,106.798454,7.8,106.699326,21.583,23.833,24.333,0.28,0.308,0.336,0.39,,16.339836,,1.0,2413.1685,,
2024-01-03 03:30:00+00:00,20.983,69.237366,15.133,20.777782,0.0,0.0,0.0,0.0,1.0,1017.0,914.70496,38.0,20.0,22.0,0.0,0.25172308,0.76440585,3.667424,4.707441,102.26476,8.1,101.003494,22.883,23.782999,24.333,0.279,0.308,0.336,0.39,,17.097599,,1.0,3600.0,,
2024-01-03 04:30:00+00:00,22.733,61.229485,14.883,22.653135,0.0,0.0,0.0,0.0,1.0,1016.6,914.91284,28.0,12.0,18.0,0.0,0.36923194,1.0718428,3.2557642,4.0792155,101.3099,7.7,100.619606,24.483,23.782999,24.333,0.279,0.308,0.336,0.39,,17.635342,,1.0,3600.0,,
2024-01-03 05:30:00+00:00,24.532999,53.5389,14.483001,25.47061,0.0,0.0,0.0,0.0,0.0,1015.5,914.4997,9.0,5.0,5.0,0.0,0.49532333,1.431315,2.8635643,3.471311,101.63361,7.5,102.09474,26.432999,23.883,24.333,0.279,0.308,0.335,0.39,,18.132336,,1.0,3600.0,,
2024-01-03 06:30:00+00:00,25.733,48.415257,14.033,27.28387,0.0,0.0,0.0,0.0,0.0,1014.0,913.5292,8.0,0.0,8.0,0.0,0.5611488,1.7067171,2.3194828,2.828427,81.86999,7.0,82.56869,28.282999,24.083,24.333,0.278,0.307,0.335,0.39,,18.376188,,1.0,3600.0,,
2024-01-03 07:30:00+00:00,26.682999,43.452354,13.233001,27.915157,0.0,0.0,0.0,0.0,2.0,1012.5,912.4766,60.0,0.0,24.0,47.0,0.5817447,1.9788158,2.4738634,2.9832869,76.42955,6.6,75.96373,29.733,24.282999,24.333,0.278,0.307,0.335,0.39,,18.35439,,1.0,3600.0,,
2024-01-03 08:30:00+00:00,27.083,41.21266,12.783,27.292814,0.0,0.0,0.0,0.0,3.0,1011.5,911.7004,100.0,0.0,19.0,100.0,0.510603,2.1060958,2.6925821,3.2984846,75.96373,6.6,74.931465,30.432999,24.583,24.333,0.277,0.307,0.335,0.39,,18.29397,,1.0,3600.0,,
2024-01-03 09:30:00+00:00,27.233,40.187874,12.533,26.773893,0.0,0.0,0.0,0.0,3.0,1011.1,911.3867,100.0,2.0,49.0,100.0,0.39966428,2.1617422,2.376973,2.9614186,78.31066,6.6,75.37909,30.532999,24.883,24.333,0.277,0.306,0.335,0.39,,18.23344,,1.0,3600.0,,
2024-01-03 10:30:00+00:00,26.532999,41.602497,12.433001,25.807253,0.0,0.0,0.0,0.0,3.0,1010.9,910.98755,100.0,8.0,82.0,100.0,0.26693785,2.0257006,2.8231187,3.5468295,68.498505,5.9,67.06787,29.883,25.083,24.333,0.277,0.306,0.335,0.39,,17.911291,,1.0,3600.0,,
2024-01-03 11:30:00+00:00,25.383,44.533356,12.433001,24.191353,0.0,0.0,0.0,0.0,3.0,1011.5,911.1665,100.0,10.0,99.0,99.0,0.17419817,1.797653,3.7121422,5.1078367,66.94868,6.7,62.744755,28.733,25.282999,24.333,0.276,0.306,0.335,0.39,,17.452778,,1.0,1921.4683,,
2024-01-03 12:30:00+00:00,22.883,51.741806,12.433001,22.485674,0.0,0.0,0.0,0.0,3.0,1012.6,911.3611,88.0,0.0,87.0,7.0,0.07638778,1.3465021,2.2022717,4.6010866,91.24534,5.2,87.3975,26.282999,24.883,24.333,0.285,0.31,0.336,0.39,,16.431225,,0.0,0.0,,
2024-01-03 13:30:00+00:00,22.532999,52.85199,12.433001,21.911016,0.0,0.0,0.0,0.0,3.0,1013.3,911.87854,100.0,0.0,100.0,0.0,0.05581679,1.2879379,2.630589,5.5108986,101.5138,4.1,98.74608,25.333,24.883,24.333,0.285,0.31,0.336,0.39,,16.286224,,0.0,0.0,,
2024-01-03 14:30:00+00:00,21.583,63.999523,14.483001,20.738426,0.0,0.0,0.0,0.0,3.0,1014.4,912.5613,100.0,0.0,100.0,0.0,0.066628404,0.92806697,4.418144,7.034913,95.7105,7.4,95.19434,24.633,24.883,24.333,0.285,0.31,0.336,0.39,,16.965727,,0.0,0.0,,
2024-01-03 15:30:00+00:00,20.983,71.723045,15.683001,20.80378,0.0,0.0,0.0,0.0,3.0,1014.8,912.72626,98.0,0.0,98.0,0.0,0.04329526,0.70261407,4.0261645,6.428841,105.33334,7.4,104.38144,24.032999,24.883,24.333,0.285,0.31,0.336,0.39,,17.41729,,0.0,0.0,,
2024-01-03 16:30:00+00:00,20.233,79.80633,16.633,20.08279,0.0,0.0,0.0,0.0,2.0,1014.9,912.5714,58.0,4.0,56.0,0.0,0.031273544,0.47910154,4.707441,7.1309185,104.62092,7.8,102.26476,23.532999,24.782999,24.333,0.285,0.31,0.336,0.39,,17.728765,,0.0,0.0,,
2024-01-03 17:30:00+00:00,19.383,87.385704,17.233,19.732056,0.0,0.0,0.0,0.0,1.0,1015.0,912.3822,37.0,15.0,27.0,0.0,0.010681505,0.28392327,4.2426405,6.708204,100.30479,7.9,98.13002,22.983,24.733,24.333,0.285,0.31,0.336,0.39,,17.841845,,0.0,0.0,,
2024-01-03 18:30:00+00:00,18.833,91.2948,17.383,19.239378,0.0,0.0,0.0,0.0,1.0,1014.4,911.66187,37.0,13.0,28.0,0.0,0.0023535942,0.18933976,4.2579336,7.138627,101.3099,7.2,99.46225,22.432999,24.633,24.333,0.285,0.31,0.336,0.39,,17.777206,,0.0,0.0,,
2024-01-03 19:30:00+00:00,18.432999,93.60817,17.383,18.778784,0.0,0.0,0.0,0.0,1.0,1013.9,911.0802,39.0,9.0,33.0,0.0,0.0,0.13559258,4.3737855,7.35459,101.768265,7.2,100.53913,21.983,24.483,24.333,0.285,0.31,0.336,0.39,,17.660511,,0.0,0.0,,
2024-01-03 20:30:00+00:00,18.083,95.38462,17.333,18.561247,0.0,0.0,0.0,0.0,2.0,1013.3,910.4252,71.0,60.0,28.0,0.0,0.0,0.09578431,4.0804415,7.0213957,107.402794,7.3,107.10281,21.583,24.383,24.333,0.285,0.31,0.336,0.39,,17.5256,,0.0,0.0,,
2024-01-03 21:30:00+00:00,18.032999,95.68479,17.333,18.804043,0.0,0.0,0.0,0.0,3.0,1013.6,910.6781,100.0,100.0,100.0,0.0,0.0,0.089274526,3.522783,6.0207973,101.49654,6.7,96.519714,21.282999,24.233,24.333,0.285,0.31,0.336,0.39,,17.511677,,0.0,0.0,,
2024-01-03 22:30:00+00:00,18.333,92.7196,17.133,18.71194,0.0,0.0,0.0,0.0,3.0,1013.7,910.8673,100.0,100.0,53.0,0.0,0.0,0.15348148,4.104875,5.921149,94.84392,6.9,92.79265,21.182999,24.083,24.333,0.285,0.31,0.336,0.39,,17.454372,,0.0,0.0,,
2024-01-03 23:30:00+00:00,18.432999,90.692665,16.883,18.697643,0.0,0.0,0.0,0.0,3.0,1014.1,911.2599,100.0,100.0,76.0,9.0,0.0027516535,0.1974479,4.119466,5.9539905,97.72173,7.2,95.572105,21.083,23.932999,24.333,0.285,0.31,0.336,0.39,,17.309565,,0.0,0.0,,
2024-01-04 00:30:00+00:00,19.282999,84.381615,16.583,19.421215,0.1,0.1,0.0,0.0,51.0,1015.3,912.6189,99.0,87.0,95.0,0.0,0.015972942,0.34937847,4.119466,6.140033,96.546196,7.2,95.572105,21.983,24.032999,24.333,0.283,0.309,0.336,0.39,,17.37681,,0.0,0.0,,
2024-01-04 01:30:00+00:00,19.083,88.1926,17.083,19.523554,1.8,1.8,0.0,0.0,61.0,1016.1,913.2722,71.0,3.0,70.0,0.0,0.03586744,0.26085246,3.945884,5.9539905,97.72173,7.1,98.74608,21.333,23.932999,24.333,0.304,0.309,0.336,0.39,,17.646439,,1.0,0.0,,
2024-01-04 02:30:00+00:00,19.733,84.967094,17.133,19.691536,0.5,0.5,0.0,0.0,53.0,1016.8,914.11554,91.0,41.0,85.0,1.0,0.08997359,0.34579062,4.9040794,6.8007355,107.10281,8.5,106.58742,21.182999,23.782999,24.333,0.31,0.309,0.336,0.39,,17.886152,,1.0,1995.8582,,
2024-01-04 03:30:00+00:00,20.782999,78.378494,16.883,20.800205,0.1,0.1,0.0,0.0,51.0,1016.9,914.5495,99.0,40.0,93.0,73.0,0.14373183,0.5306395,4.588028,6.1684685,106.96623,8.9,106.4601,21.532999,23.682999,24.333,0.311,0.309,0.336,0.39,,18.07589,,1.0,1035.125,,
